n_fold,val/loss,val/acc,val/f1,val/precision,val/recall,val/specificity
0,0.025457456408600723,0.9959422945976257,0.9959297776222229,0.996059238910675,0.9958105087280273,0.9933333396911621
0,0.019238803944816547,0.9945897459983826,0.9945763945579529,0.9944120645523071,0.9947667717933655,0.9980952143669128
0,0.01353724897905652,0.9963931441307068,0.9963822364807129,0.9964842796325684,0.9962866902351379,0.9942857027053833
0,0.013150365096849522,0.9972948431968689,0.9972866773605347,0.9973888993263245,0.9971909523010254,0.9952380657196045
0,0.014030343094990322,0.9963931441307068,0.9963829517364502,0.9963829517364502,0.9963829517364502,0.9961904883384705
0,0.014207607043499593,0.9968439936637878,0.9968348741531372,0.9968591928482056,0.996811032295227,0.9961904883384705
0,0.011970416929398198,0.9972948431968689,0.9972871541976929,0.9972871541976929,0.9972871541976929,0.9971428513526917
0,0.014668162920445735,0.9968439936637878,0.9968348741531372,0.9968591928482056,0.996811032295227,0.9961904883384705
0,0.018370764340631597,0.9941388368606567,0.9941213130950928,0.994196355342865,0.9940500855445862,0.9923809766769409
0,0.015797411398878986,0.9950405955314636,0.9950262308120728,0.9950504302978516,0.9950024485588074,0.9942857027053833
0,0.012617582465567725,0.9963931441307068,0.996383547782898,0.9962946176528931,0.9964791536331177,0.9980952143669128
0,0.013003441001949665,0.9963931441307068,0.9963833093643188,0.9963371157646179,0.9964309930801392,0.9971428513526917
1,0.015783072058444043,0.9950405955314636,0.9950262308120728,0.9951001405715942,0.9949560165405273,0.9933396577835083
1,0.014395739357652409,0.9941388368606567,0.9941225051879883,0.9941462874412537,0.9940991401672363,0.9933396577835083
1,0.010483907796359354,0.9972948431968689,0.9972866773605347,0.9974424839019775,0.9971455335617065,0.9942911267280579
1,0.007991622292320245,0.9972948431968689,0.9972874522209167,0.9972874522209167,0.9972874522209167,0.9971455931663513
1,0.00938027861910606,0.9950405955314636,0.9950271844863892,0.9950041770935059,0.9950506687164307,0.9952426552772522
1,0.00985290090507728,0.9972948431968689,0.9972869157791138,0.9973875284194946,0.9971928596496582,0.9952426552772522
1,0.010687453619643099,0.9972948431968689,0.9972871541976929,0.9973358511924744,0.9972401857376099,0.9961941242218018
1,0.010719507560341818,0.9968439936637878,0.9968345761299133,0.996962308883667,0.996717095375061,0.9942911267280579
1,0.010537278274568962,0.9968439936637878,0.9968352317810059,0.996859073638916,0.9968117475509644,0.9961941242218018
2,0.023763190781963723,0.994584858417511,0.9945699572563171,0.9946175813674927,0.9945238828659058,0.9933396577835083
2,0.021641087831397142,0.9923285245895386,0.9923070669174194,0.9923794269561768,0.9922383427619934,0.9904852509498596
2,0.02220546992279456,0.9923285245895386,0.9923032522201538,0.9926698803901672,0.9920055866241455,0.9857279062271118
2,0.02354096480848966,0.993682324886322,0.9936649799346924,0.9937125444412231,0.9936189651489258,0.9923881888389587
2,0.023772113415179773,0.9932310581207275,0.993213415145874,0.9931908845901489,0.9932363629341125,0.9933396577835083
2,0.02596977889541969,0.9918772578239441,0.9918557405471802,0.9918557405471802,0.9918557405471802,0.9914367198944092
2,0.023591966815833334,0.993682324886322,0.9936649799346924,0.9937125444412231,0.9936189651489258,0.9923881888389587
3,0.034499862045049665,0.9896162748336792,0.9895792603492737,0.9900876879692078,0.9891886711120605,0.9809523820877075
3,0.023526071151718498,0.993228018283844,0.9932118654251099,0.9930695295333862,0.993374228477478,0.9961904883384705
3,0.02615604539002691,0.993228018283844,0.9932124614715576,0.9930367469787598,0.993421196937561,0.9971428513526917
3,0.024640039066019068,0.995033860206604,0.9950197339057922,0.9950932264328003,0.9949499368667603,0.9933333396911621
3,0.026020645677220143,0.9954853057861328,0.9954726696014404,0.9955209493637085,0.9954261183738708,0.9942857027053833
3,0.024017753330242288,0.995033860206604,0.9950215816497803,0.9949154257774353,0.9951379299163818,0.9971428513526917
3,0.02237579651399366,0.9963882565498352,0.9963785409927368,0.9963785409927368,0.9963785409927368,0.9961904883384705
3,0.02350099436963709,0.995033860206604,0.9950215816497803,0.9949154257774353,0.9951379299163818,0.9971428513526917
3,0.02339743090716573,0.9945824146270752,0.9945682287216187,0.9945234060287476,0.9946147203445435,0.9952380657196045
3,0.023991764348777776,0.9945824146270752,0.9945682287216187,0.9945234060287476,0.9946147203445435,0.9952380657196045
3,0.023257539818535275,0.995033860206604,0.9950201511383057,0.9950438737869263,0.9949969053268433,0.9942857027053833
3,0.026407402983230504,0.9945824146270752,0.9945692420005798,0.9944443702697754,0.994708776473999,0.9971428513526917
4,0.02921341636351177,0.991873562335968,0.9918467998504639,0.9922444820404053,0.991529107093811,0.9847763776779175
4,0.024829354667703488,0.9941309094429016,0.9941153526306152,0.9941385984420776,0.9940925240516663,0.9933396577835083
4,0.021162991639825383,0.9945824146270752,0.9945666790008545,0.9947184324264526,0.9944297075271606,0.9914367198944092
4,0.02166566908999812,0.995033860206604,0.9950206279754639,0.995043933391571,0.9949977993965149,0.9942911267280579
4,0.02169478145037179,0.9963882565498352,0.9963785409927368,0.996425986289978,0.9963326454162598,0.9952426552772522
4,0.02348444759533907,0.9959368109703064,0.9959256052970886,0.9959980249404907,0.9958568811416626,0.9942911267280579
4,0.023717929096476707,0.9963882565498352,0.9963785409927368,0.996425986289978,0.9963326454162598,0.9952426552772522
4,0.0255351766113433,0.9963882565498352,0.9963781833648682,0.996476411819458,0.9962864518165588,0.9942911267280579
